#,Event: UUID,Event: Title,Event: Subtitle,Competition: Title,Competition: GUID_C,Competition: Discipline,Competition: SexCategory,Stage: Kind,Group #,Group: Time,Performance #,Performance: Ranked,Performance: Rank_G,Performance: Description,Performance: Qualification_G,Performance: MarkTTT_G,Performance: Team,Performance: NumberInTeam,Performance: TeamMarkTTT_G,Performance: TeamRank_G,Performance: Mark17TTT_G,Performance: TeamPoints_G,Performance: Discipline,Athlete #,Person: GUID,Person: ExternalID,Person: Surname,Person: GivenName,Person: Representing,Athlete: DateOfBirth,Athlete: Sex,Routine #,Frame: NElements,Frame: BonusT,Frame: PenaltyT,Frame: DifficultyT_G,Frame: MarkTTT_G,Frame: State,Frame: SubState,Frame: LastStartTime_G,Frame: LastFinishTime_G,Judge,∑,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,L,A,
1,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,Femenino,,TRA,,Qualification,1,,1,TRUE,5,11,,98.750,0,0,0.000,99,68.100,0,TRA,1,,0,stevens,Jessica,USA,01/01/0001,,1,10,0.0,0.0,5.4,47.200,PUBLISHED,,2019-08-04 20:40:22.5344626 +0300,2019-08-04 20:41:41.1742539 +0300,E1,7.7,0,2,1,1,1,2,3,4,3,4,2,,
2,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,Femenino,,TRA,,Qualification,1,,1,TRUE,5,11,,98.750,0,0,0.000,99,68.100,0,TRA,1,,0,stevens,Jessica,USA,01/01/0001,,1,10,0.0,0.0,5.4,47.200,PUBLISHED,,2019-08-04 20:40:22.5344626 +0300,2019-08-04 20:41:41.1742539 +0300,E2,8.1,0,2,1,1,0,2,3,3,2,4,1,,
3,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,Femenino,,TRA,,Qualification,1,,1,TRUE,5,11,,98.750,0,0,0.000,99,68.100,0,TRA,1,,0,stevens,Jessica,USA,01/01/0001,,1,10,0.0,0.0,5.4,47.200,PUBLISHED,,2019-08-04 20:40:22.5344626 +0300,2019-08-04 20:41:41.1742539 +0300,E3,8.3,0,1,1,1,1,1,2,3,2,3,2,,
4,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,Femenino,,TRA,,Qualification,1,,1,TRUE,5,11,,98.750,0,0,0.000,99,68.100,0,TRA,1,,0,stevens,Jessica,USA,01/01/0001,,1,10,0.0,0.0,5.4,47.200,PUBLISHED,,2019-08-04 20:40:22.5344626 +0300,2019-08-04 20:41:41.1742539 +0300,E4,8.4,0,1,0,1,1,0,2,3,3,4,1,,
5,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,Femenino,,TRA,,Qualification,1,,1,TRUE,5,11,,98.750,0,0,0.000,99,68.100,0,TRA,1,,0,stevens,Jessica,USA,01/01/0001,,1,10,0.0,0.0,5.4,47.200,PUBLISHED,,2019-08-04 20:40:22.5344626 +0300,2019-08-04 20:41:41.1742539 +0300,E5,8.4,0,1,0,1,1,1,2,3,2,4,1,,
6,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,Femenino,,TRA,,Qualification,1,,1,TRUE,5,11,,98.750,0,0,0.000,99,68.100,0,TRA,1,,0,stevens,Jessica,USA,01/01/0001,,1,10,0.0,0.0,5.4,47.200,PUBLISHED,,2019-08-04 20:40:22.5344626 +0300,2019-08-04 20:41:41.1742539 +0300,E6,8.4,0,1,0,0,1,1,2,3,2,4,2,,
7,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,Femenino,,TRA,,Qualification,1,,1,TRUE,5,11,,98.750,0,0,0.000,99,68.100,0,TRA,1,,0,stevens,Jessica,USA,01/01/0001,,1,10,0.0,0.0,5.4,47.200,PUBLISHED,,2019-08-04 20:40:22.5344626 +0300,2019-08-04 20:41:41.1742539 +0300,E∑,16.6,0,2,1,2,2,2,4,6,4,8,3,0,
8,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,Femenino,,TRA,,Qualification,1,,1,TRUE,5,11,,98.750,0,0,0.000,99,68.100,0,TRA,1,,0,stevens,Jessica,USA,01/01/0001,,1,10,0.0,0.0,5.4,47.200,PUBLISHED,,2019-08-04 20:40:22.5344626 +0300,2019-08-04 20:41:41.1742539 +0300,T,15.800,,,,,,,,,,,,,
9,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,Femenino,,TRA,,Qualification,1,,1,TRUE,5,11,,98.750,0,0,0.000,99,68.100,0,TRA,1,,0,stevens,Jessica,USA,01/01/0001,,1,10,0.0,0.0,5.4,47.200,PUBLISHED,,2019-08-04 20:40:22.5344626 +0300,2019-08-04 20:41:41.1742539 +0300,D,5.4,0.0,,,,,,,,,,,,
10,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,Femenino,,TRA,,Qualification,1,,1,TRUE,5,11,,98.750,0,0,0.000,99,68.100,0,TRA,1,,0,stevens,Jessica,USA,01/01/0001,,1,10,0.0,0.0,5.4,47.200,PUBLISHED,,2019-08-04 20:40:22.5344626 +0300,2019-08-04 20:41:41.1742539 +0300,H,9.40,9.40,0.00,,,,,,,,,,,
11,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,Femenino,,TRA,,Qualification,1,,1,TRUE,5,11,,98.750,0,0,0.000,99,68.100,0,TRA,1,,0,stevens,Jessica,USA,01/01/0001,,2,10,0.0,0.0,13.6,51.550,PUBLISHED,,2019-08-04 21:11:36.574213 +0300,2019-08-04 21:12:32.4357891 +0300,E1,6.8,3,2,4,3,4,3,4,2,2,4,1,,
12,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,Femenino,,TRA,,Qualification,1,,1,TRUE,5,11,,98.750,0,0,0.000,99,68.100,0,TRA,1,,0,stevens,Jessica,USA,01/01/0001,,2,10,0.0,0.0,13.6,51.550,PUBLISHED,,2019-08-04 21:11:36.574213 +0300,2019-08-04 21:12:32.4357891 +0300,E2,6.4,3,2,4,3,4,4,4,3,3,4,2,,
13,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,Femenino,,TRA,,Qualification,1,,1,TRUE,5,11,,98.750,0,0,0.000,99,68.100,0,TRA,1,,0,stevens,Jessica,USA,01/01/0001,,2,10,0.0,0.0,13.6,51.550,PUBLISHED,,2019-08-04 21:11:36.574213 +0300,2019-08-04 21:12:32.4357891 +0300,E3,7.2,3,2,3,2,3,3,3,2,3,4,0,,
